Tweet ID,text,attachments,author_id,context_annotations,conversation_id,created_at,entities,geo,in_reply_to_user_id,lang,referenced_tweets,followers_count,verified,entities_hashtags,retweet_count,reply_count,like_count,quote_count,total_engagements
1459985332145954820,@chiweethegod I wouldn't brag about my face if I looked like caitlin jenner,,1433269867092774912,,1459971033331425283,2021-11-14 20:43:23+00:00,"{'mentions': [{'start': 0, 'end': 13, 'username': 'chiweethegod', 'id': '1326114116210053120'}], 'annotations': [{'start': 61, 'end': 74, 'probability': 0.9825, 'type': 'Person', 'normalized_text': 'caitlin jenner'}]}",,1326114116210053120,en,[<ReferencedTweet id=1459971033331425283 type=replied_to],59,False,,0,0,0,0,0
1459976527550959617,"@kalosianlitten Yeah, well we have Buck Angel, Blaire White and Caitlin Jenner. Sadly they've done so much damage to our community.",,889588036010295296,,1459971099710558209,2021-11-14 20:08:23+00:00,"{'mentions': [{'start': 0, 'end': 15, 'username': 'kalosianlitten', 'id': '1077106138443853824'}], 'annotations': [{'start': 35, 'end': 44, 'probability': 0.9398, 'type': 'Person', 'normalized_text': 'Buck Angel'}, {'start': 47, 'end': 58, 'probability': 0.9895, 'type': 'Person', 'normalized_text': 'Blaire White'}, {'start': 64, 'end': 77, 'probability': 0.9968, 'type': 'Person', 'normalized_text': 'Caitlin Jenner'}]}",,1077106138443853824,en,[<ReferencedTweet id=1459976260436828163 type=replied_to],7479,False,,0,1,2,0,3
1459873543605399556,RT @YSufferer: Caitlin Jenner said the first time she experienced gender euphoria was when she accidentally killed someone with her car. Ju…,,3190163865,,1459873543605399556,2021-11-14 13:19:10+00:00,"{'mentions': [{'start': 3, 'end': 13, 'username': 'YSufferer', 'id': '1358164884991655936'}], 'annotations': [{'start': 15, 'end': 28, 'probability': 0.9946, 'type': 'Person', 'normalized_text': 'Caitlin Jenner'}]}",,,en,[<ReferencedTweet id=1459870822844223488 type=retweeted],204,False,,5,0,0,0,5
1459871167003701257,RT @YSufferer: Caitlin Jenner said the first time she experienced gender euphoria was when she accidentally killed someone with her car. Ju…,,1322048607776837632,,1459871167003701257,2021-11-14 13:09:43+00:00,"{'mentions': [{'start': 3, 'end': 13, 'username': 'YSufferer', 'id': '1358164884991655936'}], 'annotations': [{'start': 15, 'end': 28, 'probability': 0.9946, 'type': 'Person', 'normalized_text': 'Caitlin Jenner'}]}",,,en,[<ReferencedTweet id=1459870822844223488 type=retweeted],774,False,,5,0,0,0,5
1459870822844223488,Caitlin Jenner said the first time she experienced gender euphoria was when she accidentally killed someone with her car. Just really reaffirming as a woman.,,1358164884991655936,,1459870822844223488,2021-11-14 13:08:21+00:00,"{'annotations': [{'start': 0, 'end': 13, 'probability': 0.9965, 'type': 'Person', 'normalized_text': 'Caitlin Jenner'}]}",,,en,,2329,False,,5,2,70,0,77
1459734614302470144,"Whoever this chick is on my buddies snapchat story, not going to name any names (JC), better not be his girl, because she is uglier than caitlin jenner.",,1346306742305619969,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10044977745', 'name': 'Snapchat'}}]",1459734614302470144,2021-11-14 04:07:07+00:00,"{'annotations': [{'start': 36, 'end': 43, 'probability': 0.7219, 'type': 'Product', 'normalized_text': 'snapchat'}, {'start': 137, 'end': 150, 'probability': 0.9837, 'type': 'Person', 'normalized_text': 'caitlin jenner'}]}",,,en,,4,False,,0,0,0,0,0
1459668829244592132,"blocked janecatelyn.. think she got name from
CAITLIN JENNER https://t.co/xggZFssPGo https://t.co/4KEt8q6kFZ",{'media_keys': ['16_1459668822525317122']},880499167746863104,,1459668829244592132,2021-11-13 23:45:42+00:00,"{'annotations': [{'start': 46, 'end': 59, 'probability': 0.6738, 'type': 'Person', 'normalized_text': 'CAITLIN JENNER'}], 'urls': [{'start': 61, 'end': 84, 'url': 'https://t.co/xggZFssPGo', 'expanded_url': 'https://twitter.com/Antonio47423371/status/1459668829244592132/photo/1', 'display_url': 'pic.twitter.com/xggZFssPGo'}, {'start': 85, 'end': 108, 'url': 'https://t.co/4KEt8q6kFZ', 'expanded_url': 'https://twitter.com/Birdie2963/status/1459657986859753473', 'display_url': 'twitter.com/Birdie2963/sta…'}]}",,,en,[<ReferencedTweet id=1459657986859753473 type=quoted],6389,False,,0,0,0,0,0
1459647433881829376,@ReportsDaNews @phillip_vote22 He hasn't taken ivermectin today? Caitlin Jenner could give him some tips,,1314006207909318658,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",1459579681590632453,2021-11-13 22:20:41+00:00,"{'mentions': [{'start': 0, 'end': 14, 'username': 'ReportsDaNews', 'id': '1197209917972762625'}, {'start': 15, 'end': 30, 'username': 'phillip_vote22', 'id': '919667724535648262'}], 'annotations': [{'start': 65, 'end': 78, 'probability': 0.9963, 'type': 'Person', 'normalized_text': 'Caitlin Jenner'}]}",,1197209917972762625,en,[<ReferencedTweet id=1459579681590632453 type=replied_to],2433,False,,0,0,1,0,1
1459639476901212165,"@JohnCollins_KP Better that, than the party that considers Bruce ""Caitlin"" Jenner, Karl Marx, and Cardi B to be heros.",,1424229812084768768,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1390006514509762568', 'name': 'Karl Marx'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '1390006514509762568', 'name': 'Karl Marx'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '875059424255135744', 'name': 'Cardi B', 'description': 'Cardi B'}}, {'domain': {'id': '54', 'name': 'Musician', 'description': 'A musician in the world, like Adele or Bob Dylan'}, 'entity': {'id': '875059424255135744', 'name': 'Cardi B', 'description': 'Cardi B'}}, {'domain': {'id': '55', 'name': 'Music Genre', 'description': 'A category for a musical style, like Pop, Rock, or Rap'}, 'entity': {'id': '810937888334487552', 'name': 'Rap', 'description': 'Hip-Hop/Rap'}}]",1459499915084713984,2021-11-13 21:49:04+00:00,"{'mentions': [{'start': 0, 'end': 15, 'username': 'JohnCollins_KP', 'id': '1271162030393896968'}], 'annotations': [{'start': 59, 'end': 63, 'probability': 0.9851, 'type': 'Person', 'normalized_text': 'Bruce'}, {'start': 66, 'end': 72, 'probability': 0.978, 'type': 'Person', 'normalized_text': 'Caitlin'}, {'start': 75, 'end': 80, 'probability': 0.9846, 'type': 'Person', 'normalized_text': 'Jenner'}, {'start': 83, 'end': 91, 'probability': 0.9966, 'type': 'Person', 'normalized_text': 'Karl Marx'}, {'start': 98, 'end': 102, 'probability': 0.9886, 'type': 'Person', 'normalized_text': 'Cardi'}]}",,1271162030393896968,en,[<ReferencedTweet id=1459499915084713984 type=replied_to],1,False,,0,0,0,0,0
1459590092654358533,"""RUININ GUYS LIVES LIKE IM CHLOE KARDASHIAN /
CALL ME CAITLIN JENNER HOW I MOTHERFUCKIN CRASH DA WHIP"" https://t.co/4Kn2ixpbTg",,993619013027713024,,1459590092654358533,2021-11-13 18:32:50+00:00,"{'annotations': [{'start': 27, 'end': 42, 'probability': 0.9671, 'type': 'Person', 'normalized_text': 'CHLOE KARDASHIAN'}, {'start': 45, 'end': 45, 'probability': 0.5064, 'type': 'Person', 'normalized_text': ''}, {'start': 54, 'end': 67, 'probability': 0.9793, 'type': 'Person', 'normalized_text': 'CAITLIN JENNER'}], 'urls': [{'start': 103, 'end': 126, 'url': 'https://t.co/4Kn2ixpbTg', 'expanded_url': 'https://twitter.com/sorkincel/status/1459211045503856648', 'display_url': 'twitter.com/sorkincel/stat…'}]}",,,en,[<ReferencedTweet id=1459211045503856648 type=quoted],2524,False,,0,0,8,0,8
